head,relation,tail
校园绿化设计,appears_in,"第六章 爱护植被,绿化祖国"
调查与绘制分布草图,appears_in,"第六章 爱护植被,绿化祖国"
资料查阅与案例借鉴,appears_in,"第六章 爱护植被,绿化祖国"
方案设计与模型/视频表达,appears_in,"第六章 爱护植被,绿化祖国"
多因素约束下的综合评价与优化,appears_in,"第六章 爱护植被,绿化祖国"
绿化校园的设计活动,appears_in,"第六章 爱护植被,绿化祖国"
判断题：一个地区内生长的所有植物叫做这个地区的植被。,appears_in,"第六章 爱护植被,绿化祖国"
简答题：课文指出我国草原面临的主要问题是什么？它可能带来什么后果？,appears_in,"第六章 爱护植被,绿化祖国"
现代类人猿,relates_to,森林古猿
森林古猿,prerequisites_for,人类起源（进化起源）
东非大裂谷地区（人类起源重要地区）,prerequisites_for,人类起源（进化起源）
化石,prerequisites_for,基于化石证据进行推断
基于化石证据进行推断,prerequisites_for,直立行走（演化特征）
直立行走（演化特征）,prerequisites_for,工具使用（石器等）
工具使用（石器等）,prerequisites_for,用火
用火,prerequisites_for,语言的产生
生殖系统,prerequisites_for,受精卵
睾丸,is_a,生殖系统
卵巢,is_a,生殖系统
睾丸,prerequisites_for,精子
卵巢,prerequisites_for,卵细胞
精子,prerequisites_for,受精卵
卵细胞,prerequisites_for,受精卵
受精卵,prerequisites_for,胚泡
胚泡,prerequisites_for,胚胎
子宫,prerequisites_for,胚胎
子宫内膜,prerequisites_for,胚胎
胚胎,prerequisites_for,胎儿
胎盘,prerequisites_for,胎儿
脐带,prerequisites_for,胎儿
胎儿,prerequisites_for,分娩
青春期,prerequisites_for,身高突增
雄性激素,prerequisites_for,青春期
雌性激素,prerequisites_for,青春期
青春期,prerequisites_for,第二性征
青春期,prerequisites_for,遗精
青春期,prerequisites_for,月经
卵巢,prerequisites_for,月经
子宫内膜,prerequisites_for,月经
雌性激素,prerequisites_for,月经
孕激素,prerequisites_for,月经
酶,prerequisites_for,消化酶
唾液淀粉酶,is_a,消化酶
消化酶,prerequisites_for,消化
消化道,is_a,消化系统
消化腺,is_a,消化系统
唾液淀粉酶,relates_to,淀粉分解为麦芽糖
淀粉分解为麦芽糖,relates_to,淀粉最终分解为葡萄糖
胆汁的乳化作用,relates_to,脂肪最终分解为甘油和脂肪酸
消化,prerequisites_for,营养物质的吸收
小肠是吸收营养物质的主要器官,relates_to,营养物质的吸收
大肠的吸收作用,relates_to,营养物质的吸收
六类营养物质,relates_to,合理营养
合理营养,prerequisites_for,平衡膳食宝塔
测定某种食物中的能量,verifies,糖类
测定某种食物中的能量,verifies,脂肪
探究馒头在口腔中的变化（唾液对淀粉的消化作用）,verifies,淀粉分解为麦芽糖
探究馒头在口腔中的变化（唾液对淀粉的消化作用）,verifies,唾液淀粉酶
作出假设,prerequisites_for,测定某种食物中的能量
设置重复组并取平均值,prerequisites_for,测定某种食物中的能量
呼吸道,is_a,呼吸系统
肺,is_a,呼吸系统
胸廓容积变化,prerequisites_for,肺与外界的气体交换（通气）
膈（膈肌）运动,prerequisites_for,胸廓容积变化
肋间肌运动,prerequisites_for,胸廓容积变化
肺与外界的气体交换（通气）,prerequisites_for,肺泡与血液的气体交换
呼吸道对空气的处理,relates_to,呼吸道
鼻腔结构与功能（鼻毛、黏膜、毛细血管）,prerequisites_for,呼吸道对空气的处理
气管/支气管纤毛运动与排痰,prerequisites_for,呼吸道对空气的处理
腺细胞分泌黏液的防御作用,prerequisites_for,呼吸道对空气的处理
呼吸道支架（骨或软骨）,prerequisites_for,呼吸道
吸入气体与呼出气体成分差异,relates_to,肺泡与血液的气体交换
呼吸运动与通气机制模拟实验（胸廓-膈-肺模型）,verifies,肺与外界的气体交换（通气）
模拟实验探究（建立模型并类比解释）,prerequisites_for,呼吸运动与通气机制模拟实验（胸廓-膈-肺模型）
血浆,is_a,血液
血细胞,is_a,血液
红细胞,is_a,血细胞
白细胞,is_a,血细胞
血小板,is_a,血细胞
血红蛋白,prerequisites_for,红细胞
动脉血,relates_to,静脉血
动脉,is_a,血管类型（动脉、静脉、毛细血管）
静脉,is_a,血管类型（动脉、静脉、毛细血管）
毛细血管,is_a,血管类型（动脉、静脉、毛细血管）
毛细血管,prerequisites_for,物质交换（血液与组织细胞）
静脉瓣,prerequisites_for,静脉曲张
心脏瓣膜,prerequisites_for,血液循环
体循环,is_a,血液循环
肺循环,is_a,血液循环
冠脉循环,is_a,血液循环
心率,relates_to,脉搏
收缩压,is_a,血压
舒张压,is_a,血压
血量,prerequisites_for,输血
血型（ABO血型）,prerequisites_for,安全输血原则（同型输血）
凝集,prerequisites_for,血型（ABO血型）
用显微镜观察人血的永久涂片,verifies,红细胞
用显微镜观察人血的永久涂片,verifies,白细胞
观察小鱼尾鳍内血液的流动,verifies,血管类型（动脉、静脉、毛细血管）
观察小鱼尾鳍内血液的流动,verifies,毛细血管
肾脏（kidney）,is_a,泌尿系统（urinary system）
肾单位,is_a,肾脏（kidney）
肾小球,is_a,肾单位
肾小囊,is_a,肾单位
肾小管,is_a,肾单位
过滤作用（肾小球-肾小囊壁）,prerequisites_for,原尿
原尿,prerequisites_for,重吸收作用（肾小管）
重吸收作用（肾小管）,prerequisites_for,尿液
肾单位,prerequisites_for,尿的形成与排出过程
尿的形成与排出过程,prerequisites_for,排尿的意义（调节水盐平衡）
泌尿系统（urinary system）,relates_to,排泄（excretion）
汗腺,relates_to,其他排泄途径：汗腺排汗
汗腺,prerequisites_for,汗腺调节体温
呼吸系统排出二氧化碳,relates_to,排泄（excretion）
感觉器官,is_a,感受器
视网膜成像,prerequisites_for,视觉的形成
近视,relates_to,凹透镜矫正近视
透镜的会聚与发散,prerequisites_for,凹透镜矫正近视
神经系统的组成,prerequisites_for,反射
反射弧,prerequisites_for,反射
简单反射,is_a,反射
复杂反射,is_a,反射
内分泌腺,prerequisites_for,激素
神经调节与激素调节的关系,relates_to,激素
神经调节与激素调节的关系,relates_to,神经系统的组成
膝跳反射实验,verifies,反射
膝跳反射实验,verifies,简单反射
设计对照实验,prerequisites_for,用尺测定反应速度（接尺子）
提出问题—作出假设—制订计划—实施记录—分析结论的探究流程,prerequisites_for,用尺测定反应速度（接尺子）
人类活动对生态环境的影响,is_a,生态环境
pH（酸碱度）,prerequisites_for,酸雨
酸雨,is_a,环境污染
水污染,is_a,环境污染
水华（蓝藻大量滋生）,is_a,水污染
人口增长,relates_to,人口问题
人口增长,prerequisites_for,可持续发展
可持续发展,relates_to,生物圈
人口问题,prerequisites_for,计划生育
环境污染,relates_to,生物圈
水土流失,prerequisites_for,退耕还林还草
模拟探究：酸雨对生物（植物）的影响,verifies,酸雨
科学探究：设计对照实验与重复测量,prerequisites_for,模拟探究：酸雨对生物（植物）的影响
pH（酸碱度）,prerequisites_for,测定当地雨水pH判断是否为酸雨
第一章 人的由来,is_part_of,第四单元 生物圈中的人
第二章 人体的营养,is_part_of,第四单元 生物圈中的人
第三章 人体的呼吸,is_part_of,第四单元 生物圈中的人
第四章 人体内物质的运输,is_part_of,第四单元 生物圈中的人
第五章 人体内废物的排出,is_part_of,第四单元 生物圈中的人
第六章 人体生命活动的调节,is_part_of,第四单元 生物圈中的人
第七章 人类活动对生物圈的影响,is_part_of,第四单元 生物圈中的人
第四单元 生物圈中的人,is_part_of,七年级下册
森林古猿,appears_in,第一章 人的由来
现代类人猿,appears_in,第一章 人的由来
人类起源（进化起源）,appears_in,第一章 人的由来
东非大裂谷地区（人类起源重要地区）,appears_in,第一章 人的由来
化石,appears_in,第一章 人的由来
直立行走（演化特征）,appears_in,第一章 人的由来
工具使用（石器等）,appears_in,第一章 人的由来
用火,appears_in,第一章 人的由来
语言的产生,appears_in,第一章 人的由来
生殖系统,appears_in,第一章 人的由来
睾丸,appears_in,第一章 人的由来
精子,appears_in,第一章 人的由来
卵巢,appears_in,第一章 人的由来
卵细胞,appears_in,第一章 人的由来
受精卵,appears_in,第一章 人的由来
胚泡,appears_in,第一章 人的由来
子宫,appears_in,第一章 人的由来
子宫内膜,appears_in,第一章 人的由来
胚胎,appears_in,第一章 人的由来
胎儿,appears_in,第一章 人的由来
胎盘,appears_in,第一章 人的由来
脐带,appears_in,第一章 人的由来
羊水,appears_in,第一章 人的由来
分娩,appears_in,第一章 人的由来
青春期,appears_in,第一章 人的由来
身高突增,appears_in,第一章 人的由来
第二性征,appears_in,第一章 人的由来
遗精,appears_in,第一章 人的由来
月经,appears_in,第一章 人的由来
激素,appears_in,第一章 人的由来
雄性激素,appears_in,第一章 人的由来
雌性激素,appears_in,第一章 人的由来
孕激素,appears_in,第一章 人的由来
基于化石证据进行推断,appears_in,第一章 人的由来
区分事实和观点,appears_in,第一章 人的由来
读图与资料分析（趋势与对比）,appears_in,第一章 人的由来
"根据教材短文内容，判断下列陈述中哪些是事实，哪些是观点：
（1）古人类露西的化石是在非洲发现的。
（2）露西生活在300万年前。
（3）其他地区没有发现200万～300万年前的古人类化石。
（4）亚洲的直立人是从非洲迁徙过来的。",appears_in,第一章 人的由来
六类营养物质,appears_in,第二章 人体的营养
糖类,appears_in,第二章 人体的营养
脂肪,appears_in,第二章 人体的营养
蛋白质,appears_in,第二章 人体的营养
水,appears_in,第二章 人体的营养
无机盐,appears_in,第二章 人体的营养
维生素,appears_in,第二章 人体的营养
维生素C,appears_in,第二章 人体的营养
消化,appears_in,第二章 人体的营养
消化系统,appears_in,第二章 人体的营养
消化道,appears_in,第二章 人体的营养
消化腺,appears_in,第二章 人体的营养
消化酶,appears_in,第二章 人体的营养
酶,appears_in,第二章 人体的营养
唾液淀粉酶,appears_in,第二章 人体的营养
淀粉分解为麦芽糖,appears_in,第二章 人体的营养
淀粉最终分解为葡萄糖,appears_in,第二章 人体的营养
蛋白质最终分解为氨基酸,appears_in,第二章 人体的营养
脂肪最终分解为甘油和脂肪酸,appears_in,第二章 人体的营养
胆汁的乳化作用,appears_in,第二章 人体的营养
食物的消化过程的两个方面,appears_in,第二章 人体的营养
营养物质的吸收,appears_in,第二章 人体的营养
小肠是吸收营养物质的主要器官,appears_in,第二章 人体的营养
